main_holder_occupation_cd,policy_term,policy_payment_mode,policy_status,commencement_dt,next_due_dt,termination_dt,termination_reason,main_holder_gender,main_holder_dob,main_holder_entry_age,main_holder_smoker_flag,spouse_gender,spouse_dob,spouse_entry_age,spouse_smoker_flag,total_sum_assuared,premium_value,rider1_prem,rider1_sum_assuared,rider2_prem,rider2_sum_assuared,rider3_prem,rider3_sum_assuared,rider4_prem,rider4_sum_assuared,rider5_prem,rider5_sum_assuared,rider6_prem,rider6_sum_assuared,rider7_prem,rider7_sum_assuared,rider8_prem,rider8_sum_assuared,rider9_prem,rider9_sum_assuared,rider10_prem,rider10_sum_assuared,child1_dob,child1_gender,child2_dob,child2_gender,child3_dob,child3_gender,child4_dob,child4_gender,child5_dob,child5_gender,payment_method,main_holder_occupation,policy_snapshot_as_on,run_date,client_code,agent_code,product_code,product_name,policy_code
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20190731,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20200101,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,INFORCE,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20190331,20200701,C100000,AG101392,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20190531,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20200501,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20200401,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20200701,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20191101,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20200601,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
226,12,M,LAPSED,12/28/2018,4/28/2019,,,M,1/1/1991,28,N,,,,,275000,60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,FLOUR & GRAIN MILL W,20200201,20200701,C100000,AG106669,IN001,INVESTMENT,POL29331
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200701,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,6/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190531,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,4/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190331,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20191201,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,5/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190430,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,3/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190228,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200101,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20191001,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200201,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,6/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190630,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200301,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200601,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,6/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190731,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,1/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CASH,CHENA CULTIVATOR,20181231,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20191101,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190831,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,2/28/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190131,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200401,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,LAPSED,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20200501,20200701,C100001,AG106517,HE001,HEALTH,POL7504
175,20,M,INFORCE,12/29/2018,9/29/2019,,,M,5/1/1981,38,N,,,,,670000,36264,0,0,1764,670000,0,0,0,0,0,0,0,0,0,0,4644,200000,0,0,0,0,,,,,,,,,,,CHEQUE,CHENA CULTIVATOR,20190901,20200701,C100001,AG106517,HE001,HEALTH,POL7504
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190731,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,LAPSED,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200601,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190228,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190901,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190831,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190531,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,LAPSED,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200701,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,LAPSED,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200301,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190131,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,LAPSED,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200201,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,LAPSED,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200501,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200101,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190630,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20191001,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190430,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20181231,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,LAPSED,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20200401,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20191201,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20191101,20200701,C100002,AG106079,HE001,HEALTH,POL4435
226,15,Y,INFORCE,12/28/2018,12/28/2019,,,M,11/1/1994,24,N,,,,,225000,15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,FLOUR & GRAIN MILL W,20190331,20200701,C100002,AG106079,HE001,HEALTH,POL4435
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20190630,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190131,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20190901,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200601,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20181231,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20191101,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200301,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200401,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20190831,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190228,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190531,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190331,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20190731,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20191201,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190430,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200701,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200201,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,12/31/2019,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20191001,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200501,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,H,INFORCE,12/31/2018,6/30/2020,,,F,6/1/1991,28,N,,,,,300000,62464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200101,20200701,C100003,AG105289,IN001,INVESTMENT,POL3879
450,12,Y,INFORCE,12/28/2018,12/28/2019,,,F,10/1/1972,46,N,,,,,500000,100050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190331,20200701,C100004,AG100675,IN001,INVESTMENT,POL6707
450,12,Y,INFORCE,12/28/2018,12/28/2020,,,F,10/1/1972,46,N,,,,,500000,100050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200201,20200701,C100004,AG100675,IN001,INVESTMENT,POL6707
450,12,Y,INFORCE,12/28/2018,12/28/2019,,,F,10/1/1972,46,N,,,,,500000,100050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20190731,20200701,C100004,AG100675,IN001,INVESTMENT,POL6707
450,12,Y,INFORCE,12/28/2018,12/28/2020,,,F,10/1/1972,46,N,,,,,500000,100050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CHEQUE,MINISTER,20200101,20200701,C100004,AG100675,IN001,INVESTMENT,POL6707
450,12,Y,INFORCE,12/28/2018,12/28/2019,,,F,10/1/1972,46,N,,,,,500000,100050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,CASH,MINISTER,20181231,20200701,C100004,AG100675,IN001,INVESTMENT,POL6707
